aminerKey,dblpKey,title
1250364,2140164,Table Extraction Using Spatial Reasoning on the CSS2 Visual Box Model.
266213,2140167,Opponent Modeling in Poker.
1117052,2071913,Training Conditional Random Fields by Periodic Step Size Adaptation for Large-Scale Text Mining.
1475647,2140160,A Model for Concurrent Actions Having Temporal Extent.
1269585,2140163,A Learning-Based Term-Weighting Approach for Information Retrieval.
529192,2140162,Reading a Robot's Mind: A Model of Utterance Understanding Based on the Theory of Mind Mechanism.
592020,2895930,Identification of salient contours in cluttered images.
341246,1722632,Data Description for Computer-Aided Design.
261370,1722633,Object Identity as a Query Language Primitive.
340988,2550473,Interactive Phrase Browsing Within Compressed Text.
479478,1947841,Towards an ODMG-Compliant Visual Object Query Language.
1015309,1947842,Estimating the Output Cardinality of Partial Preaggregation with a Measure of Clusteredness.
481595,1947843,A Product Specification Database for Visual Prototyping.
893198,1947844,HISA: A Query System Bridging The Semantic Gap For Large Image Databases.
480664,1947845,Operating System Extensions for the Teradata Parallel VLDB.
893161,1947846,LB_Keogh Supports Exact Indexing of Shapes under Rotation Invariance with Arbitrary Representations and Distance Measures.
893146,1947847,"An Integrated Approach to Recovery and High Availability in an Updatable, Distributed Data Warehouse."
481910,1947848,Physical Design of Network Model Databases Using the Property of Separability.
480432,1947849,Hybrid Transitive Closure Algorithms.
458682,2276166,Propagation of Q-values in Tabular TD(lambda).
1673552,1701249,Focus the Mining Beacon: Lessons and Challenges from the World of E-Commerce.
1642292,2911207,Exploratory search over social-medical data.
102755,1722767,Extracting Concurrency from Objects: A Methodology.
286311,1722765,Genesis: A Distributed Database Operating System.
1770322,1722762,Parallel main-memory indexing for moving-object query and update workloads.
1581982,1722760,NetTrails: a declarative platform for maintaining and querying provenance in distributed systems.
1372698,2242100,BSkyTree: scalable skyline computation using a balanced pivot selection.
1549836,2242101,Database researchers: plumbers or thinkers?
1426581,1720895,Querying data provenance.
458997,2242104,LH*LH: A scalable High Performance Data Structure for Switched Multicomputers.
810056,1720891,When Can We Trust Progress Estimators for SQL Queries?
287200,2911208,Semantic Caching via Query Matching for Web Sources.
875059,1720898,"aAqua: a database-backended multilingual, multimedia community forum."
346838,1720899,The Practitioner's Viewpoint.
1292728,2911209,Maximal metric margin partitioning for similarity search indexes.
1750377,2887609,Fusion of GPS and structure-from-motion using constrained bundle adjustments.
641990,2887606,On the Intrinsic Reconstruction of Shape from its Symmetries.
960234,1722490,Making database systems usable.
810122,1722492,Research issues in protein location image databases.
1063595,1722495,Query answering techniques on uncertain and probabilistic data: tutorial summary.
43205,1722496,Commitment in a Partitioned Distributed Database.
32913,1722498,Analysis of Object Oriented Spatial Access Methods.
765450,1722499,Secure XML Querying with Security Views.
844312,2072756,Higher-Order Web Link Analysis Using Multilinear Algebra.
578712,2146239,Bidding Clubs in First-Price Auctions.
879684,2550858,Fact-focused novelty detection: a feasibility study.
448783,2550859,Information Retrieval by Voice Input and Output.
1988837,2550854,Cache-conscious performance optimization for similarity search.
1475653,2146231,Modular Learning in Neural Networks.
262090,2550857,Extracting Classification Knowledge of Internet Documents with Mining Term Associations: A Semantic Approach.
1074241,2550850,Geographic IR and visualization in time and space.
1450850,2550851,Optimal meta search results clustering.
818277,2550853,A geometric interpretation of r-precision and its correlation with average precision.
812374,2892510,Nonlinear Face Recognition Based on Maximum Average Margin Criterion.
199539,2908709,The Role of Domain Knowledge in Data Mining.
1292578,2908708,Scalable learning of collective behavior based on sparse social dimensions.
783544,2908705,Circumstance-based categorization analysis of knowledge management systems for the japanese market.
1019061,2908704,Autonomously semantifying wikipedia.
1919792,2908707,Exploring the existing category hierarchy to automatically label the newly-arising topics in cQA.
1292702,2908700,Active learning in partially supervised classification.
1292563,2908702,Detecting topic evolution in scientific literature: how can citations help?
1476380,2144815,Dynamic Constraint-Based Planning in Trauma Management.
844392,2073404,Predicting Software Escalations with Maximum ROI.
1318641,2073403,Naive Bayes Classification of Uncertain Data.
458563,2242818,Supporting Semantic Rules by a Generalized Event/Trigger Mechanism.
1181290,2242816,Ranking objects based on relationships and fixed associations.
458599,2242815,The Processing and Evaluation of Transitive Closure Queries.
1372723,2242812,Privacy preserving group nearest neighbor queries.
844407,2073409,Optimizing Constraint-Based Mining by Automatically Relaxing Constraints.
1688249,2242811,On Futuristic Query Processing in Data Streams.
463551,1433463,Fixed Length Semiorder Preserving Code for Field Level Data File Compression.
1305478,3133367,Spectral Embedded Clustering.
1279698,3133362,Incomplete Information and Deception in Multi-Agent Negotiation.
1274248,3133363,Heuristics In The Alloy Designing.
1872277,2519710,China's national personal credit scoring system: a real-life intelligent knowledge application.
989621,2519711,Expertise modeling for matching papers with reviewers.
771922,2519714,ANN quality diagnostic models for packaging manufacturing: an industrial data mining case study.
1992297,2519715,Analysis of advanced meter infrastructure data of water consumption in apartment buildings.
881474,2519716,Learning the unified kernel machines for classification.
577216,2519717,Querying multiple sets of discovered rules.
1872280,2519718,Discriminative clustering for market segmentation.
1214671,2519719,Meme-tracking and the dynamics of the news cycle.
1272701,3136627,Viewing Word Expert Parsing as Linguistic Theory.
1826160,3136623,Large Hinge Width on Sparse Random Hypergraphs.
1275046,3136621,Waiting and Relocation Strategies in Online Stochastic Vehicle Routing.
1272735,3136628,Cancellation in a Parallel Semantic Network.
1274879,3136629,Feature Selection and Kernel Design via Linear Programming.
915274,2071588,Fast Relevance Discovery in Time Series.
1971481,2193094,On the BDD/FC conjecture.
378401,2193097,On Propagation of Deletions and Annotations Through Views.
646466,2193096,Path Caching: A Technique for Optimal External Searching.
416033,2193091,Horn Clauses and the Fixpoint Query Hierarchy.
1770137,2193090,Nearest-neighbor searching under uncertainty.
378388,2193092,Models and Issues in Data Stream Systems.
785360,2071581,Analysis of Consensus Partition in Cluster Ensemble.
1581842,2193099,A rule-based language for web data management.
1292747,2909078,Comparative document summarization via discriminative sentence selection.
1292740,2909079,A proactive personalised retrieval system.
1919862,2909076,Query recommendation for children.
783514,2909070,A multi-system analysis of document and term selection for blind feedback.
1130823,2909071,Content-based filtering for efficient online materialized view maintenance.
783468,2909072,Of parts and relationships: an unending quest.
1130883,2909073,On low dimensional random projections and similarity search.
1305330,3137286,A Characterisation of Strategy-Proofness for Grounded Argumentation Semantics.
6448,3137285,3DPO: A Three-Dimensional Part Orientation System.
463685,1434842,Data Flow Structures for System Specification and Implementation.
1289578,3137282,Learning Forward Models for Robots.
60664,1434847,A Framework for Efficient IC/VLSI CAD Databases.
1826481,3137280,Measuring the Good and the Bad in Inconsistent Information.
283192,2140557,Theory for Coordinating Concurrent Hierarchical Planning Agents Using Summary Information.
993467,1948207,Independent Components of Databases
480954,1948206,Parallelism in a Main-Memory DBMS: The Performance of PRISMA/DB.
824756,1948204,Analyzing Plan Diagrams of Database Query Optimizers.
1016134,1948203,A Framework for Using Materialized XPath Views in XML Query Processing.
529807,2140552,Domain-Specific Knowledge Acquisition Using WordNet.
481112,1948201,STDL - A Portable Language for Transaction Processing.
993365,1948200,The Problem of Multiple Paths in a Database Schema.
993952,1948209,RE-Tree: An Efficient Index Structure for Regular Expressions.
480781,1948208,Optimizing Random Retrievals from CLV format Optical Disks.
729965,2518448,Accurate decision trees for mining high-speed data streams.
881534,2518447,Statistical entity-topic models.
1214742,2518444,Query result clustering for object-level search.
1606022,2518442,Active learning for node classification in assortative and disassortative networks.
577278,2518441,Instability of decision tree classification algorithms.
1475698,2140558,Interpreting Clues in Conjunction with Processing Restrictions in Arguments and Discourse.
1988813,2551170,Beliefs and biases in web search.
1581828,2193111,Space-efficient substring occurrence estimation.
1879031,2551172,Detecting quilted web pages at scale.
889078,2071632,Orthogonal Decision Trees.
1273779,3131851,Autonomous Concept Formation.
1978788,2071630,Predicting Links in Multi-relational and Heterogeneous Networks.
