aminerKey,dblpKey,title
1919724,2908185,Role-explicit query identification and intent role annotation.
152994,2908184,Efficient Maintenance of Rule-Derived Data through Join Pattern Indexing.
2006161,2911636,CV-PCR: a context-guided value-driven framework for patent citation recommendation.
153335,2911635,Performance Evaluation of MAX - the Maintenance Administrator Expert System.
1642019,2911633,Recommendation in the end-to-end encrypted domain.
1292605,2911632,Predicting the conversion probability for items on C2C ecommerce sites.
2006219,2911631,Probabilistic solutions of influence propagation on social networks.
1750606,2896490,Graph connectivity in sparse subspace clustering.
342681,2909630,Exploiting A Controlled Vocabulary to Improve Collection Selection and Retrieval Effectiveness.
1919860,2909631,Characterizing web search queries that match very few or no results.
591994,2896496,A bootstrapping algorithm for learning linear models of object classes.
1770130,2193210,Approximate computation and implicit regularization for very large-scale data analysis.
630971,2193217,Integrity Constraints for XML.
1581840,2193216,Efficient evaluation for a temporal logic on changing XML documents.
907605,2910580,Probabilistic document-context based relevance feedback with limited relevance judgments.
342738,2910581,Real Time User Context Modeling for Information Retrieval Agents.
766526,2549758,Automatic sense disambiguation for acronyms.
1305344,3132833,A Dichotomy Theorem on the Existence of Efficient or Neutral Sequential Voting Correspondences.
2014249,2897549,Capturing Complex Spatio-temporal Relations among Facial Muscles for Facial Expression Recognition.
194887,3132831,In Defense of Logic.
1275072,3132830,Performance Analysis of Online Anticipatory Algorithms for Large Multistage Stochastic Integer Programs.
642576,2897545,3D Trajectory Recovery for Tracking Multiple Objects and Trajectory Guided Recognition of Actions.
1884424,2897540,What has my classifier learned? Visualizing the classification rules of bag-of-feature model by support region detection.
1274794,3132839,Contextual Default Reasoning.
812385,2897543,A Principled Approach to Detecting Surprising Events in Video.
1292671,2911989,Experiments on pattern-based relation learning.
1482410,2911988,Learning sentiment classification model from labeled features.
783537,2909999,Dynamic extraction topic descriptors and discriminators: towards automatic context-based topic search.
1482181,2911981,Online annotation of text streams with structured entities.
1130829,2911980,Social tags: meaning and suggestions.
838520,2911983,A novel approach for privacy-preserving video sharing.
1130868,2911984,The query-flow graph: model and applications.
1482267,2911986,Estimating accuracy for text classification tasks on large unlabeled data.
1272589,3130472,Describing Natural Textures.
172997,1722349,Query by Diagram: A Graphical Environment for Querying Databases.
1274955,3130476,Incremental Mechanism Design.
1214750,2518647,Anonymizing healthcare data: a case study on the blood transfusion service.
769887,2518646,Fast discovery of connection subgraphs.
1606056,2518641,Latent graphical models for quantifying and predicting patent quality.
989683,2518643,"Data mining at the crossroads: successes, failures and learning from them."
769877,2518649,Mining reference tables for automatic text segmentation.
769906,2518648,Probabilistic author-topic models for information discovery.
1617363,1701288,Learning from Label Proportions by Optimizing Cluster Model Selection.
1663646,1701280,Efficient Mining of Correlation Patterns in Spatial Point Data.
565974,1701284,Answering the Most Correlated N Association Rules Efficiently.
1673581,1701285,ISOLLE: Locally Linear Embedding with Geodesic Distance.
1846709,1435335,Aggregate Query Answering on Possibilistic Data with Cardinality Constraints.
1206849,1435330,Another Outlier Bites the Dust: Computing Meaningful Aggregates in Sensor Networks.
2010333,1435331,On incentive-based tagging.
879581,2551269,Building bridges for web query classification.
1286843,2890538,Global stereo reconstruction under second order smoothness priors.
730073,2909277,Intelligent metasearch engine for knowledge management.
2014475,2894892,Long-Term Occupancy Analysis Using Graph-Based Optimisation in Thermal Imagery.
1884070,2894891,Robust Maximum Likelihood estimation by sparse bundle adjustment using the L1 norm.
883966,2894894,A Novel Data Association Algorithm for Object Tracking in Clutter with Application to Tennis Video Analysis.
1598453,2551343,Location and timeliness of information sources during news events.
194905,2145638,Pengi: An Implementation of a Theory of Activity.
1499569,2145639,Source Selection for Analogical Reasoning: An Empirical Approach.
529193,2145632,Learning Subjective Adjectives from Corpora.
1478744,2145633,The Effect of Observations on the Complexity of Model-Based Diagnosis.
529161,2145631,A Consistency-Based Model for Belief Change: Preliminary Report.
295830,2145636,Deep Versus Compiled Knowledge Approaches to Diagnostic Problem-Solving.
1270359,2145634,What Is Answer Set Programming?.
265784,2145635,Minimal Social Laws.
1100159,1701868,Efficient Closed Pattern Mining in Strongly Accessible Set Systems (Extended Abstract).
799777,1701869,Dealing with Predictive-but-Unpredictable Attributes in Noisy Data Sources.
478628,1701866,Generating Actionable Knowledge by Expert-Guided Subgroup Discovery.
1925433,1701867,Stochastic Coordinate Descent Methods for Regularized Smooth and Nonsmooth Losses.
1673619,1701864,Speeding Up Logistic Model Tree Induction.
1495608,1701863,Demand-Driven Tag Recommendation.
1617302,1701860,Image Classification for Age-related Macular Degeneration Screening Using Hierarchical Image Decompositions and Graph Mining.
1275288,3135943,Kanerva's Sparse Distributed Memory: An Object-Oriented Implementation on the Connection Machine.
1992416,2151748,No country for old members: user lifecycle and linguistic change in online communities.
1669949,2866816,Mining Frequent Spatial Patterns in Image Databases.
754119,2154468,Adapting databases and WebDAV protocol.
1393260,2866810,Proposion and Analysis of a TCP Feature of P2P Traffic.
956691,2154465,Towards extracting flickr tag semantics.
2055384,2154467,Machine learning in an auction environment.
956560,2154466,A large-scale study of web password habits.
2064237,2154461,One health informatics.
1560396,2151745,Pragmatic evaluation of folksonomies.
1992100,2154463,Search the past with the portuguese web archive.
869506,2154462,Model-based version and configuration management for a web engineering lifecycle.
463250,1433471,Semantically Consistent Schedules for Efficient and Concurrent B-Tree Restructuring.
1594663,1433473,On data dependencies in dataspaces.
631920,1433472,On Similarity-Based Queries for Time Series Data.
1693924,1852896,A straw shows which way the wind blows: ranking potentially popular items from early votes.
1166513,1852897,Improving music genre classification using collaborative tagging data.
1355017,1852894,Towards recency ranking in web search.
2033211,3134209,SCMF: Sparse Covariance Matrix Factorization for Collaborative Filtering.
987315,2552089,Protecting source privacy in federated search.
1227735,2552088,SugarCube: quantification of topic propagation in the blogosphere using percolation theory.
2033104,3135158,Adaptive Error-Correcting Output Codes.
228111,2552087,An Integrated Hierarchical File Organization for Data Selection and Retrieval.
280923,2552086,A Demonstration of WHIRL (demonstration abstract).
1879170,2552081,On the mathematical relationship between expected n-call@k and the relevance vs. diversity trade-off.
194269,2552080,Evaluation of Evaluation in Information Retrieval.
1450860,2552082,Geometric representations for multiple documents.
883917,2895854,How Do Movie Viewers Perceive Scene Structure from Dynamic Cues.
1978765,2072311,Healing Truncation Bias: Self-Weighted Truncation Framework for Dual Averaging.
1884103,2891373,AVA: A large-scale database for aesthetic visual analysis.
458690,2276085,Learning and Inference for Clause Identification.
1063528,1721549,Sampling cube: a framework for statistical olap over sampling data.
1581980,1721548,Demonstration of Qurk: a query processor for humanoperators.
58354,1721547,"F-Logic: A Higher-Order language for Reasoning about Objects, Inheritance, and Scheme."
1217238,1721546,PRIMA: archiving and querying historical data with evolving schemas.
1972730,1721545,Execution and optimization of continuous queries with cyclops.
411657,1721544,Remotely-Sensed Geophysical Databases: Experience and Implications for Generalized DBMS.
765455,1721542,CORDS: Automatic Discovery of Correlations and Soft Functional Dependencies.
172878,1721540,ASSET: A System for Supporting Extended Transactions.
348157,2153118,YouServ: a web-hosting and content sharing tool for the masses.
1746959,2153114,A social network for video annotation and discovery based on semantic profiling.
1560230,2153116,On computing text-based similarity in scientific literature.
956518,2153117,Detectives: detecting coalition hit inflation attacks in advertising networks streams.
2055367,2153110,Spatial semantic search in location-based web services.
2062766,2153111,3DOC: 3D object CAPTCHA.
1400026,2153112,Visualizing differences in web search algorithms using the expected weighted hoeffding distance.
346840,1721098,Towards the Support of Integrated Views of Multiple Databases: An Aggregate Schema Facility.
201942,1721091,High Availability of Commercial Applications.
1581865,1721090,iReduct: differential privacy with reduced relative errors.
273917,1721092,DynaMat: A Dynamic View Management System for Data Warehouses.
227997,1721094,The WHIPS Prototype for Data Warehouse Creation and Maintenance.
286236,1721097,A Language and a Physical Organization Technique for Summary Tables.
1482183,2909126,An efficient algorithm for mining time interval-based patterns in large database.
807403,2155065,Improved timing control for web server systems using internal state information.
348152,2153673,Flash crowds and denial of service attacks: characterization and implications for CDNs and web sites.
632049,1431649,A Novel Deadline Driven Disk Scheduling Algorithm for Multi-Priority Multimedia Objects.
1920036,2909122,The nautilus analyzer: understanding and debugging data transformations.
1488027,2909123,Blogger-centric contextual advertising.
1055881,2153677,Finding core members in virtual communities.
1426529,1722748,Probabilistic string similarity joins.
462047,1431646,NAOS Protyotype - Version 2.2.
812619,2889795,Spectral Segmentation with Multiscale Graph Decomposition.
1992111,2152286,Deep web entity monitoring.
1806044,3080664,Analysis of Query Reformulations in a Search Engine of a Local Web Site.
458404,3080665,The Accessibility Dimension for Structured Document Retrieval.
1806009,3080666,Reliability Prediction of Webpages in the Medical Domain.
1806013,3080667,Axiomatic Analysis of Translation Language Model for Information Retrieval.
1967792,3080660,Exploring Patent Passage Retrieval Using Nouns Phrases.
1195838,3080661,Active Learning Strategies for Multi-Label Text Classification.
1594557,1431643,XClean: Providing valid spelling suggestions for XML keyword queries.
1715612,3080669,Using Restrictive Classification and Meta Classification for Junk Elimination.
1746826,2151956,"Semantic navigation on the web of data: specification of routes, web fragments and actions."
1195971,2866726,Detecting Abnormal Events via Hierarchical Dirichlet Processes.
501211,2866727,Hybrid Data Mining Systems: The Next Generation.
1400150,2151952,Falconer: once SIOC meets semantic search engine.
1962388,2242169,ProQua: a system for evaluating logic-based scoring functions on uncertain relational data.
1393155,2866722,Scaling Up Semi-supervised Learning: An Efficient and Effective LLGC Variant.
480152,484973,Efficiently publishing relational data as XML documents.
283085,2147400,Student-Sensitive Multimodal Explanation Generation for 3D Learning Environments.
577316,2156249,The HP time vault service: exploiting IBE for timed release of confidential information.
990436,1948545,PRTV: An Efficient Implementation for Large Relational Data Bases.
1451256,2518884,Unsupervised transfer classification: application to text categorization.
1117080,2071953,"Using Significant, Positively Associated and Relatively Class Correlated Rules for Associative Classification of Imbalanced Datasets."
466651,2071952,Preparations for Semantics-Based XML Mining.
1535447,2071951,Bonsai: Growing Interesting Small Trees.
1130980,2910912,Efficient processing of probabilistic spatio-temporal range queries over moving objects.
13033,1720640,Query Processing in Main Memory Database Management Systems.
785401,2071959,Feature-Based Prediction of Unknown Preferences for Nearest-Neighbor Collaborative Filtering.
1688461,2071958,Fast and Robust Graph-based Transductive Learning via Minimum Tree Cut.
884057,2893605,Multi-Aspect Detection of Articulated Objects.
879631,2548727,Statistical precision of information retrieval evaluation.
869656,2153883,The ODESeW 2.0 semantic web application framework.
1250470,2144300,Learning Models of Macrobehavior in Complex Adaptive Systems.
1269800,2144302,Gender-Sensitive Automated Negotiators.
529814,2144304,Representation and Evolution of Lego-Based Assemblies.
1250472,2144306,Automatic Summarization of Conversational Multi-Party Speech.
179795,2144308,Reinforcement Learning Algorithms for Average-Payoff Markovian Decision Processes.
1992299,2518889,Exploratory analysis of highly heterogeneous document collections.
805839,2154196,Semantic similarity between search engine queries using temporal correlation.
994003,1948541,Toward Recovery-Oriented Computing.
1971499,1720760,A demonstration of SQLVM: performance isolation in multi-tenant relational database-as-a-service.
248807,1720761,Simultaneous Optimization and Evaluation of Multiple Dimensional Queries.
550808,1720763,Data Base Standardization - A Status Report.
1972798,1720764,X-FTL: transactional FTL for SQLite databases.
654499,1720765,CMVF: A Novel Dimension Reduction Scheme for Efficient Indexing in A Large Image Database.
960344,1720766,Quality is in the eye of the beholder: towards user-centric web-databases.
765486,1720767,Service-Oriented BI: Towards tight integration of business intelligence into operational applications.
875063,1720769,ObjectRank: a system for authority-based search on databases.
960238,1723239,Design of flash-based DBMS: an in-page logging approach.
1770336,1723237,Declarative error management for robust data-intensive applications.
654515,1723236,ROLEX: Relational On-Line Exchange with XML.
960358,1723235,Managing information quality in e-science: the qurator workbench.
411688,1723234,A New Way to Compute the Product and Join of Relations.
654480,1723233,An Optimal and Progressive Algorithm for Skyline Queries.
173007,1723232,The MYRIAD Federated Database Prototype.
654442,1723231,XRANK: Ranked Keyword Search over XML Documents.
248824,1723230,Memory Management During Run Generation in External Sorting.
2062551,2154793,Analysis of local online review systems as digital word-of-mouth.
1750455,2889731,Hyper-graph matching via reweighted random walks.
874984,1722728,Energy-efficient monitoring of extreme values in sensor networks.
592212,2889736,A shock grammar for recognition.
2014256,2889737,Multipath Sparse Coding Using Hierarchical Matching Pursuit.
1217185,1722722,Kernel-based skyline cardinality estimation.
286316,1722723,Optimization of Extended Database Query Languages.
810013,1722720,Constrained Optimalities in Query Personalization.
1770417,1722727,Dynamic workload driven data integration in tableau.
810025,1722725,AGILE: Adaptive Indexing for Context-Aware Information Filters.
1267800,1700398,OTTHO: On the Tip of My THOught.
1992158,2155538,Towards linking buyers and sellers: detecting commercial Intent on twitter.
629702,2072799,Implementation of a Least Fixpoint Operator for Fast Mining of Relational Databases.
785353,2072794,Dependency Networks for Relational Data.
785422,2072791,Cluster Cores-Based Clustering for High Dimensional Data.
915239,2072793,COSMIC: Conceptually Specified Multi-Instance Clusters.
879676,2549422,Representing clusters for retrieval.
1270051,2141475,Voting on Multiattribute Domains with Cyclic Preferential Dependencies.
283318,2141477,A System for the Semantic Interpretation of Unrestricted Domains using WordNet.
1477237,2141479,AI and Software Engineering: Will the Twain Ever Meet?
348345,2550810,A Clustering Scheme.
1988873,2550811,Ranking-oriented nearest-neighbor based method for automatic image annotation.
1227656,2550815,AdOn: an intelligent overlay video advertising system.
1581861,1722188,Schema-as-you-go: on probabilistic tagging and querying of wide tables.
1581943,1722189,Automated partitioning design in parallel database systems.
875058,1722187,Quark: an efficient XQuery full-text implementation.
1770349,1722184,CrowdScreen: algorithms for filtering data with humans.
1217149,1722185,Secure outsourced aggregation via one-way chains.
346916,1722182,Formal Definition of Mappings in a Data Base.
1972769,1722183,LinkBench: a database benchmark based on the Facebook social graph.
592016,2888068,A Computational Approach to Steerable Functions.
632046,1434393,Efficient Query Subscription Processing in a Multicast Environment.
458567,2242853,A Universal Relation Model for Nested Relations.
1962322,2242850,Processing multi-way spatial joins on map-reduce.
1549863,2242856,Efficient reverse skyline retrieval with arbitrary non-metric similarity measures.
125612,2242858,LISPO2: a Persistent Object-Oriented Lisp.
1688538,2073448,Threshold Conditions for Arbitrary Cascade Models on Arbitrary Networks.
1688464,2073442,Learning Dirichlet Processes from Partially Observed Groups.
659510,2073441,Comparisons of Classification Methods for Screening Potential Compounds.
466676,2073440,Integrating E-Commerce and Data Mining: Architecture and Challenges.
1688534,2073447,Distance Preserving Graph Simplification.
727872,2073444,Clustering Item Data Sets with Association-Taxonomy Similarity.
987229,2549927,An exploration of proximity measures in information retrieval.
1598510,2549925,Knowledge effects on document selection in search results pages.
1598463,2549922,Bootstrapping subjectivity detection.
144031,2549923,Using WordNet to Disambiguate Word Senses for Text Retrieval.
397133,2549920,Novelty and redundancy detection in adaptive filtering.
643029,2549921,Automatic ranking of retrieval systems in imperfect environments.
194251,2549929,A Trainable Document Summarizer.
1826250,3133323,A Framework for Incorporating General Domain Knowledge into Latent Dirichlet Allocation Using First-Order Logic.
1826489,3133325,Enhancing Case Adaptation with Introspective Reasoning and Web Mining.
1273310,3133329,An Algebraic Approach to Constraint Satisfaction Problems.
1269972,2140466,The Marchitecture: A Cognitive Architecture for a Robot Baby.
1991903,2518439,JobMiner: a real-time system for mining job-related patterns from social media.
1270185,2147148,Sparse Projections over Graph.
283394,2147149,Comparison of Clustering Metrics and Unsupervised Learning Algorithms on Genome-Wide Gene Expression Level Data.
160188,2147147,Symbolic Causal Networks.
1477356,2147145,Preferential Semantics for Goals.
1250512,2147142,DNNF-based Belief State Estimation.
1290069,3136668,"Stochastic Inversion Transduction Grammars, with Application to Segmentation, Bracketing, and Alignment of Parallel Corpora."
1305574,3136660,Planning with Partial Preference Models.
1995189,2518430,Scale-out beyond map-reduce.
1273237,3136665,A New Hyperparamodulation Strategy for the Equality Relation.
194282,2551079,A Case-Based Approach To Intelligent Information Retrieval.
1482235,2909032,FacetCube: a framework of incorporating prior knowledge into non-negative tensor factorization.
907556,2909033,Coupling feature selection and machine learning methods for navigational query identification.
1918377,2909034,TALMUD: transfer learning for multiple domains.
153298,2909035,Object Identity and Dimension Alignment in Parametric Databases.
838410,2909036,Integrating DCT and DWT for approximating cube streams.
1919899,2909037,Star-Join: spatio-textual similarity join.
333857,2193051,XML with Data Values: Typechecking Revisited.
2006258,2909039,Efficient two-party private blocking based on sorted nearest neighborhood clustering.
1879145,2551072,Exploring example-based person search in email.
874878,2193055,An adaptive packed-memory array.
1274154,3137134,How To Use What You Know.
1275857,2193057,Querying graph databases.
1289509,3137141,A Two-Stage Method for Active Learning of Statistical Grammars.
1770124,2193023,A rigorous and customizable framework for privacy.
100588,2193024,Tools for Datalog Boundedness.
874886,2193025,Analyzing workflows implied by instance-dependent access rules.
987214,2551006,Efficient document retrieval in main memory.
2014304,2896961,Spatio-temporal Depth Cuboid Similarity Feature for Activity Recognition Using Depth Camera.
1750416,2896960,Distributed message passing for large scale graphical models.
1750538,2896963,Non-negative local coordinate factorization for image representation.
232696,2551008,Effectiveness of a Graphical Display of Retrieval Results.
1274934,3130678,A Primitive Based Generative Model to Infer Timing Information in Unpartitioned Handwriting Data.
1273144,3130674,Retrospective Zooming: A Knowledge Based Tracking and Debugging Methodology for Logic Programming.
1083729,2518403,Customer targeting models using actively-selected web content.
989571,2518402,Efficient and effective explanation of change in hierarchical summaries.
480288,1948249,Commit_LSN: A Novel and Simple Method for Reducing Locking and Latching in Transaction Processing Systems.
1606085,2518400,Web information extraction using markov logic networks.
1083749,2518407,CRO: a system for online review structurization.
342605,2518405,Discovering unexpected information from your competitors' web sites.
480484,1948243,A Database Index to Large Biological Sequences.
993219,1948242,A Direct Access Terabit Archival Memory.
824695,1948240,The SphereSearch Engine for Unified Ranked Retrieval of Heterogeneous XML and Web Documents.
480931,1948247,Updates in a Rule-Based Language for Objects.
1022236,1948246,Scalable Semantic Web Data Management Using Vertical Partitioning.
83334,1948245,Distributed Linear Hashing and Parallel Projection in Main Memory Databases.
824725,1948244,Distributed Privacy Preserving Information Sharing.
629705,2071548,Exploring Interestingness Through Clustering: A Framework.
1301405,2071549,Exploratory Under-Sampling for Class-Imbalance Learning.
629720,2071545,Mining Online Users? Access Records for Web Business Intelligence.
844353,2071547,Blocking Anonymity Threats Raised by Frequent Itemset Mining.
1318642,2071540,Constraint-Based Pattern Mining in Dynamic Graphs.
727885,2071541,Learning Bayesian Networks from Incomplete Data Based on EMI Method.
1318693,2072892,Significance of Episodes Based on Minimal Windows.
1688551,2072891,Review Graph Based Online Store Review Spammer Detection.
2010407,1434294,Top down plan generation: From theory to practice.
1318698,2072894,Semi-supervised Multi-task Learning with Task Regularizations.
1879094,2550388,Building reputation and trust using federated search and opinion mining.
1536584,1852806,LambdaMerge: merging the results of query reformulations.
283423,2142728,Learning to Handle Inconsistency for Multi-Source Integration.
643063,2550380,HAT: a hardware assisted TOP-DOC inverted index component.
1879211,2550382,Large-scale graph mining and learning for information retrieval.
54421,2550383,Information Retrieval using Impression of Documents as a Clue.
280834,2550384,Effective Document Presentation with a Locality-Based Similarity Heuristic.
397205,2550385,Biterm language models for document retrieval.
1988850,2550387,The effect of threshold priming and need for cognition on relevance calibration and assessment.
479793,1947439,From Data Independence to Knowledge Independence: An on-going Story.
416026,2192779,An Algorithm for Minimizing Roll Back Cost.
1015299,1947435,Checks and Balances: Monitoring Data Quality Problems in Network Traffic Databases.
993528,1947434,Strategies for Handling Transactions in Distributed Data Base Systems During Recovery.
481766,1947437,Retrieval of Composite Multimedia Objects.
893190,1947436,SIREN: A Similarity Retrieval Engine for Complex Data.
479777,1947431,Transposition Algorithms on Very Large Compressed Databases.
1022239,1947430,Mining Approximate Top-K Subspace Anomalies in Multi-Dimensional Time-Series Data.
1016241,1947433,Architectures and Algorithms for Internet-Scale (P2P) Data Management.
77940,1947432,Estimating the Size of Generalized Transitive Closures.
1879179,2551383,Retrieval evaluation on focused tasks.
232698,2551382,Cat-a-Cone: An Interactive Interface for Specifying Searches and Viewing Retrieval Results using a Large Category Hierarchy.
1130925,2910875,A generative retrieval model for structured documents.
783518,2910870,On combining multiple clusterings.
1879120,2551389,Watson: the Jeopardy! challenge and beyond.
578751,2146798,Automated Discovery of Composite SAT Variable-Selection Heuristics.
1920028,2910878,Mixed-initiative conversational system using question-answer pairs mined from the web.
316527,2910879,Personal Ontologies for Web Navigation.
1227614,2550033,Positional language models for information retrieval.
766477,2550030,Natural language processing for browse help.
1598438,2550031,Evaluating diversified search results using per-intent graded relevance.
1227692,2550036,Improving search relevance for implicitly temporal queries.
987305,2550037,Bridging the digital divide: understanding information access practices in an indian village community.
1227749,2550035,A unified inverted index for an efficient image and text retrieval.
122390,2192773,Tie-Breaking Semantics and Structural Totality.
1988880,2550038,Commodity query by snapping.
1227576,2550039,From networks to human behavior.
137875,2192772,Complexity Aspects of Various Semantics for Disjunctive Databases.
2013086,2908846,Leveraging data to change industry paradigms.
1919876,2908847,Sort-based query-adaptive loading of R-trees.
1642048,2908844,Exploiting longer cycles for link prediction in signed networks.
730020,2908845,Dimensionality reduction using magnitude and shape approximations.
287212,2908842,Requirement-Based Data Cube Schema Design.
237192,2192771,Regular Path Queries with Constraints.
1918433,2908840,Predicting aggregate social activities using continuous-time stochastic process.
1874870,2868203,Discovering Unknown But Interesting Items on Personal Social Network.
1390189,2868202,Active Feature Selection Using Classes.
1874863,2868204,New Exact Concise Representation of Rare Correlated Patterns: Application to Intrusion Detection.
566866,2868207,An Efficient Approach for Incremental Association Rule Mining.
1669904,2868206,XCLS: A Fast and Effective Clustering Algorithm for Heterogenous XML Documents.
1669898,2868209,Heterogeneous Information Integration in Hierarchical Text Classification.
993325,1948489,Locking and Recovery in a Shared Database System: An Application Programming Tutorial.
956695,2152983,Image collector III: a web image-gathering system with bag-of-keypoints.
1022203,1948488,Probabilistic Skylines on Uncertain Data.
1478704,2142724,Generating Effective Admissible Heuristics by Abstraction and Reconstitution.
1016140,1947291,Containment of Nested XML Queries.
481624,1947290,Redo Recovery after System Crashes.
710234,1947293,Materialized View Selection for Multidimensional Datasets.
480107,1947292,Object-Oriented Specification of Databases: An Algebraic Approach.
480323,1947295,Hierarchical Compact Cube for Range-Max Queries.
993245,1947294,Implementation of a Fuzzy-Set Theoretic Data Structure System (Abstract).
1022319,1947297,Self-Organizing Schema Mappings in the GridVine Peer Data Management System.
481620,1947296,Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension.
479953,1947299,High Level Indexing of User-Defined Types.
993431,1947298,Modelling Events a Data Base Application Design
1919798,2908726,Shaping communities out of triangles.
1227588,2551927,Combining LVCSR and vocabulary-independent ranked utterance retrieval for robust speech search.
1598423,2551926,Cluster-based fusion of retrieved lists.
341006,2551925,Query Clustering Using Content Words and User Feedback.
1988887,2551924,Bias-variance decomposition of ir evaluation.
987255,2551923,Evaluating sampling methods for uncooperative collections.
340901,2551922,Relevance-Based Language Models.
766415,2551920,The overlap problem in content-oriented XML retrieval evaluation.
1275439,3131230,Formal Theories of Action (Preliminary Report).
1275292,3131232,A Hybrid Rule-based System: How Variables are Involved in Connectionist Rule-based Systems.
1275246,3131234,Logic Programming for Robot Control.
169817,2551929,Document Filtering for Fast Ranking.
1826229,3131237,Query Answering in the Horn Fragments of the Description Logics SHOIQ and SROIQ.
1130940,2910880,Identifying table boundaries in digital documents via sparse line detection.
479782,1948483,DTL's DataSpot: Database Exploration Using Plain Language.
1022338,1948482,BlogScope: A System for Online Analysis of High Volume Text Streams.
1978816,2073852,Mining Permission Request Patterns from Android and Facebook Applications.
893156,1948484,Efficient Incremental Maintenance of Data Cubes.
1972761,1721117,Finding time period-based most frequent path in big trajectory data.
1536581,1852977,Query suggestion for E-commerce sites.
592028,2887446,Non-parametric Similarity Measures for Unsupervised Texture Segmentation and Image Retrieval.
812418,2887447,Histograms of Oriented Gradients for Human Detection.
592062,2887441,Coupled hidden Markov models for complex action recognition.
1988818,2549558,Query expansion using path-constrained random walks.
1074169,2549557,Web query translation via web log mining.
1450958,2549556,Cross-language retrieval using link-based language models.
1598485,2549555,An investigation of decompounding for cross-language patent search.
745494,1434370,ItCompress: An Iterative Semantic Compression Algorithm.
463697,1434374,Distributed Query Evaluation in Local Area Networks.
1884252,2891172,Efficient structure detection via random consensus graph.
1598336,2552300,Seeding simulated queries with user-study data forpersonal search evaluation.
592006,2891175,Using Differential Constraints to Reconstruct Complex Surfaces from Stereo.
1750631,2891174,Supervised local subspace learning for continuous head pose estimation.
1275400,3134776,Uncertainty Reduction Paradigm Using Structural Knowledge in Line-Drawing Understanding.
1289450,3134774,A Motion Closed World Asumption.
1274494,3132933,The Synthesis of Programs by Analogy.
1477312,2142720,Mechanization of Analytic Reasoning About Sets.
1750508,2894612,Multiobject tracking as maximum weight independent set.
1502494,2894615,Multigrid and Multi-Level Swendsen-Wang Cuts for Hierarchic Graph Partition.
1642263,2910885,Block-based load balancing for entity resolution with MapReduce.
2006149,2910281,Clustering-based transduction for learning a ranking model with limited human labels.
1750409,2896864,Monocular 3D scene understanding with explicit occlusion reasoning.
1190213,2152754,Towards language-independent web genre detection.
1641989,2910829,Evaluating an associative browsing model for personal information.
884048,2889079,Automatic Cast Listing in Feature-Length Films with Anisotropic Manifold Space.
592429,2889078,Qualitative and Quantitative Car Tracking from a Range Image Sequence.
1884180,2892619,Visual tracking via adaptive structural local sparse appearance model.
812412,2892618,Activity Recognition and Abnormality Detection with the Switching Hidden Semi-Markov Model.
956720,2152753,The use of XML to express a historical knowledge base.
1272764,3132995,GLP: A General Linguistic Processor.
883878,2892611,The Function Space of an Activity.
812323,2892610,A SIFT Descriptor with Global Context.
592213,2892617,"New, faster, more controlled fitting of implicit polynomial 2D curves and 3D surfaces to data ."
2006449,2193792,Data exchange beyond complete data.
464078,1433069,Efficient Processing of Outer Joins and Aggregate Functions.
416039,2193793,Independent Database Schemas.
462956,1433060,DOT: A Spatial Access Method Using Fractals.
1207026,1433066,XOntoRank: Ontology-Aware Search of Electronic Medical Records.
1206723,1433067,An Inflationary Fixed Point Operator in XQuery.
462045,1433065,ULIXES: Building Relational Views over the Web.
1872248,2520052,Linear support vector machines via dual cached loops.
1292694,2910821,Building domain-oriented sentiment lexicon by improved information bottleneck.
1642170,2910820,A novel framework of training hidden markov support vector machines from lightly-annotated data.
1478568,2145125,Automated Model Selection Using Context-Dependent Behaviors.
1063724,2193794,The chase revisited.
1477232,2145122,The Future of Knowledge Representation.
501647,2866694,COE: Clustering with Obstacles Entities. A Preliminary Study.
1603730,2866695,The Unsymmetrical-Style Co-training.
1196037,2866696,Data Mining for Intrusion Detection: From Outliers to True Intrusions.
1083732,2520054,Scalable and near real-time burst detection from eCommerce queries.
501963,2866690,Sequential Index Structure for Content-Based Retrieval.
502129,2866691,A Confidence-Lift Support Specification for Interesting Associations Mining.
1707877,2866692,Collecting Topic-Related Web Pages for Link Structure Analysis by Using a Potential Hub and Authority First Approach.
1196012,2866693,Spanning Tree Based Attribute Clustering.
1641950,2911288,Efficiently encoding term co-occurrences in inverted indexes.
1642007,2911289,CLUES: a unified framework supporting interactive exploration of density-based clusters in streams.
287284,2911280,A Probabilistic Description-Oriented Approach for Categorizing Web Documents.
2006240,2911281,SkyView: a user evaluation of the skyline operator.
1482309,2911286,SUMMA: subgraph matching in massive graphs.
1292663,2911287,A hybrid index structure for geo-textual searches.
1642093,2911284,Learning-based relevance feedback for web-based relation completion.
1642018,2911285,Privacy preserving indexing for eHealth information networks.
1502487,2891820,Inferring 3D Body Pose from Silhouettes Using Activity Manifold Learning.
2014138,2891823,Better Exploiting Motion for Better Action Recognition.
1273702,3133866,Prefixed Tableaux Systems for Modal Logics with Enriched Languages.
1305512,3133868,Semi-Supervised Regression for Evaluating Convenience Store Location.
1269905,2145818,Reasoning about Attribute Authenticity in a Web Environment.
1478569,2145819,Learning Engineering Models with the Minimum Description Length Principle.
2032861,3136305,How to Change a Group's Collective Decision?
