aminerKey,title
2139906,A Generalization of Sleep Sets Based on Operator Sequence Redundancy.
2141544,A POMDP-Based Optimal Control of P300-Based Brain-Computer Interfaces.
2144717,Optimal Envy-Free Cake Cutting.
2139904,Robust Discrete Matrix Completion.
2141546,Temporally Adaptive Restricted Boltzmann Machine for Background Modeling.
2153224,Rise and Fall of Online Game Groups: Common Findings on Two Different Games.
3136189,Query Understanding through Knowledge-Based Conceptualization.
2889823,Keywords to visual categories: Multiple-instance learning forweakly supervised object categorization.
3081204,From Information Retrieval to Information Interaction.
2517697,Joint Community and Structural Hole Spanner Detection via Harmonic Modularity.
2517692,EMBERS at 4 years: Experiences operating an Open Source Indicators Forecasting System.
2517691,An Iterative Improvement Approach for the Discretization of Numeric Attributes in Bayesian Classifiers.
3136453,"On Seeing Things, Again."
3081200,"VODUM: A Topic Model Unifying Viewpoint, Topic and Opinion Discovery."
2518878,Engagement Capacity and Engaging Team Formation for Reach Maximization of Online Social Media Platforms.
2908519,Query Variations and their Effect on Comparing Information Retrieval Systems.
2908512,Deep Semantic Frame-Based Deceptive Opinion Spam Analysis.
2518875,Unified Point-of-Interest Recommendation with Temporal Interval Assessment.
2519691,Using Rough Sets as Tools for Knowledge Discovery.
2519690,Efficient Frequent Directions Algorithm for Sparse Matrices.
2519692,ISIS: a networked-epidemiology based pervasive web app for infectious disease pandemic planning and response.
2896550,Grassmann Averages for Scalable Robust PCA.
2910468,Using Local Information to Significantly Improve Classification Performance.
1701671,Relative Comparison Kernel Learning with Auxiliary Kernels.
2518259,Semi-Markov Switching Vector Autoregressive Model-Based Anomaly Detection in Aviation Systems.
2518256,Collective Spammer Detection in Evolving Multi-Relational Social Networks.
2518257,Targeted Topic Modeling for Focused Analysis.
2193683,Expressive Power and Data Complexity of Query Languages for Trees and Lists.
3133668,A Framework for Handling Vision Data in an Object Level Robot Language - RAPT.
2893456,Increasing the Discrimination Power of Spectral Spatial Gradients.
2893457,Unified Face Analysis by Iterative Multi-output Random Forests.
2893454,Grouping connected components using minimal path techniques. Application to reconstruction of vessels in 2D and 3D images.
2893455,A Nonparametric Statistical Comparison of Principal Component and Linear Discriminant Subspaces for Face Recognition.
2193532,Parallel Algorithms for Constructing Range and Nearest-Neighbor Searching Data Structures.
2193530,Multiple Join Size Estimation by Virtual Domains.
2893981,Additive Quantization for Extreme Vector Compression.
2893989,What Are You Talking About? Text-to-Image Coreference.
2897205,Attribute-centric recognition for cross-category generalization.
2897200,Rotating your face using multi-task deep neural network.
2140090,Experiential Learning in Analogical Problem Solving.
2887853,3D Probabilistic Feature Point Model for Object Detection and Recognition.
2887850,Probabilistic Tracking of Motion Boundaries with Spatiotemporal Predictions.
2887857,Multi-instance object segmentation with occlusion handling.
2887854,SOM: Semantic obviousness metric for image quality assessment.
2867330,Optimal Training and Efficient Model Selection for Parameterized Large Margin Learning.
2867331,Hybrid Sampling with Bagging for Class Imbalance Learning.
2891587,Constrained Optimization for Retinal Curvature Estimation Using an Affine Camera.
3135365,Using a Recursive Neural Network to Learn an Agent's Decision Model for Plan Recognition.
1991398,Probabilistic Hoeffding Trees - Sped-Up Convergence and Adaption of Online Trees on Changing Data Streams.
1991392,Learning from Imbalanced Datasets using Supervised Clustering based under Sampling Technique for Customer Scoring.
1991394,An Approach for Predicting River Water Quality Using Data Mining Technique.
2154876,Ontology-Based Image Retrieval.
2154872,Conceptual View Integration for Audience Driven Web Design.
2154873,A Web Service Market Model based on Dependencies.
3135096,Heuristic Methods for Mechanically Deriving Inductive Assertions.
2154879,VERA: A Platform for Veracity Estimation over Web Data.
2142517,Automated Action Abstraction of Imperfect Information Extensive-Form Games.
2897539,Categorical Representation and Recognition of Oscillatory Motion Patterns.
3080478,On the Evaluation of Tweet Timeline Generation Task.
3080470,Deep Learning for Character-Based Information Extraction.
3080475,Modeling User Interests for Zero-Query Ranking.
3080476,Detecting Spam URLs in Social Media via Behavioral Analysis.
2867809,Multi-Manifold Ranking: Using Multiple Features for Better Image Retrieval.
2867805,Brownian Bridge Model for High Resolution Location Predictions.
2867803,Forest CERN: A New Decision Forest Building Technique.
3136846,Denoising and Completion of 3D Data via Multidimensional Dictionary Learning.
3136845,Complexity-Sensitive Decision Procedures for Abstract Argumentation (Extended Abstract).
1433785,Reverse keyword search for spatio-textual top-k queries in location-based services.
2518927,Knowledge Discovery in Textual Databases (KDT).
2518921,A bayesian framework for estimating properties of network diffusions.
1433255,NXgraph: An efficient graph processing system on a single machine.
1433252,Distance Based Indexing for String Proximity Search.
2151966,"Chatty, Happy, and Smelly Maps."
2151965,PriVaricator: Deceiving Fingerprinters with Little White Lies.
2151960,"Roomba: Automatic Validation, Correction and Generation of Dataset Metadata."
3080780,Query-Dependent Contextualization of Streaming Data.
3080787,Living Labs for Online Evaluation: From Theory to Practice.
3080788,A Study of Query Term Deletion Using Large-Scale E-commerce Search Logs.
2152706,The LEBONED Metadata Architecture.
2911473,RApID: A System for Real-time Analysis of Information Diffusion in Twitter.
2911479,External Data Access And Indexing In AsterixDB.
2911478,FolkTrails: Interpreting Navigation Behavior in a Social Tagging System.
1852858,Temporal Formation and Evolution of Online Communities.
1852857,Real-Time Bidding: A New Frontier of Computational Advertising Research.
1852850,Barbara Made the News: Mining the Behavior of Crowds for Time-Aware Learning to Rank.
1432128,Provenance browser: Displaying and querying scientific workflow provenance graphs.
2520158,Automated Discovery of Medical Expert System Rules from Clinical Databases Based on Rough Sets.
2145046,Accurate Integration of Aerosol Predictions by Smoothing on a Manifold.
2520157,Meta-path based multi-network collective link prediction.
2243063,Panel: Has Theory Brought Anything to Database Systems and Will It in the Future?
2896613,Automatic symmetry plane estimation of bilateral objects in point clouds.
2142010,Automated Regression Testing Using Constraint Programming.
2910708,Understanding Within-Content Engagement through Pattern Analysis of Mouse Gestures.
2141233,Finding Redundant Constraints for FSM Minimization.
2895354,Three viewpoints toward exemplar SVM.
2153547,Probabilistic Bag-Of-Hyperlinks Model for Entity Linking.
2153544,Improving Post-Click User Engagement on Native Ads via Survival Analysis.
2153542,Aspect-Specific Sentimental Word Embedding for Sentiment Analysis of Online Reviews.
2141269,Lessons Learned From a Rational Reconstruction of Minstrel.
2141268,Influence-Based Abstraction for Multiagent Systems.
2895404,An experimental study of employing visual appearance as a phenotype.
2141260,A New Inference Method for Frame-Based Expert Systems.
2141265,Placement of Loading Stations for Electric Vehicles: No Detours Necessary!
2141264,Collective Supervision of Topic Models for Predicting Surveys with Social Media.
2142798,R1SVM: A Randomised Nonlinear Approach to Large-Scale Anomaly Detection.
2147311,Affective Personalization of a Social Robot Tutor for Children's Second Language Skills.
2147314,Subchloroplast Location Prediction via Homolog Knowledge Transfer and Feature Selection.
2142791,Finite-State Controllers Based on Mealy Machines for Centralized and Decentralized POMDPs.
2147318,SAT-to-SAT: Declarative Extension of SAT Solvers with New Propagators.
2142794,Chance-Constrained Probabilistic Simple Temporal Problems.
2146112,Discriminative Analysis Dictionary Learning.
2144565,Coordinated Multi-Agent Reinforcement Learning in Networked Distributed POMDPs.
2144564,FRM: An Intelligent Assistant for Financial Resource Management.
2144566,A Joint Model for Entity Set Expansion and Attribute Extraction from Web Search Queries.
2144561,Multi-Organ Exchange: The Whole Is Greater than the Sum of its Parts.
2144563,Approximate MaxEnt Inverse Optimal Control and Its Application for Mental Simulation of Human Interactions.
2144562,A Relational Representation of Modification.
2146111,Wormhole Hamiltonian Monte Carlo.
2144569,Fixing a Tournament.
2155860,Predictive Analysis of Temporal and Overlapping Community Structures in Social Media.
2910535,Vertical-Aware Click Model-Based Effectiveness Metrics.
2520092,Imputation of Missing Data Using Machine Learning Techniques.
2520091,Scaling Up the Accuracy of Naive-Bayes Classifiers: A Decision-Tree Hybrid.
2142242,Approximately Optimal Risk-Averse Routing Policies via Adaptive Discretization.
2142243,Combining Probabilistic Planning and Logic Programming on Mobile Robots.
2520323,Just One More: Modeling Binge Watching Behavior.
2142244,Accelerating Random Kaczmarz Algorithm Based on Clustering Information.
2142248,Multi-Label Classification: Inconsistency and Class Balanced K-Nearest Neighbor.
2145219,Benders Decomposition for Large-Scale Prescriptive Evacuations.
2143110,Decentralised Control of Micro-Storage in the Smart Grid.
2143113,Ensemble Feature Weighting Based on Local Learning and Diversity.
2143112,Querying Inconsistent Description Logic Knowledge Bases under Preferred Repair Semantics.
2143115,Parsing Outdoor Scenes from Streamed 3D Laser Data Using Online Clustering and Incremental Belief Updates.
2143114,Error Aware Monocular Visual Odometry using Vertical Line Pairs for Small Robots in Urban Areas.
2143116,Chance-Constrained Scheduling via Conflict-Directed Risk Allocation.
2143118,Alpha-Beta Pruning for Games with Simultaneous Moves.
2146549,Identifying Important Nodes in Heterogenous Networks.
2146543,Learning Collaborative Impedance-Based Robot Behaviors.
2146545,Learning Qualitative Models by Demonstration.
2146544,Modelling Student Acquisition of Problem-Solving Skills.
2146546,Bayesian Model Averaging Naive Bayes (BMA-NB): Averaging over an Exponential Number of Feature Models in Linear Time.
1721745,Operator and Query Progress Estimation in Microsoft SQL Server Live Query Statistics.
1721742,"Object-Relational Database Systems: Principles, Products, and Challenges (Tutorial)."
2154911,Time-travel Translator: Automatically Contextualizing News Articles.
2548681,A Simple Enhancement for Ad-hoc Information Retrieval via Topic Modelling.
2146893,Multi-Agent Team Formation: Solving Complex Problems by Aggregating Opinions.
2146890,Elicitation for Aggregation.
